,door_open,has_key,dist_to_key,dist_to_door,dist_to_goal,player_pos,key_pos,door_pos,goal_pos,tier,original_reward
24,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
25,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
26,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
27,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
28,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
29,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
30,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
31,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
32,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
33,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
34,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
35,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
36,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
37,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
38,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
39,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
40,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
41,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
42,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
43,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
44,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
45,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
46,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
47,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
48,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
49,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
50,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
51,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
52,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
53,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
54,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
55,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
56,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
57,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
58,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
59,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
60,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
61,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
62,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
63,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
64,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
65,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
66,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
67,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
68,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
69,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
70,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
71,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
72,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
73,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
74,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
75,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
76,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
77,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
78,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
79,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
80,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
81,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
82,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
83,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
84,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
85,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
86,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
87,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
88,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
89,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
90,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
91,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
92,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
93,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
94,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
95,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
96,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
97,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
98,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
99,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
100,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
101,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
102,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
103,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
104,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
105,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
106,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
107,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
108,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
109,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
110,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
111,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
112,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
113,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
114,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
115,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
116,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
117,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
118,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
119,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
120,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
121,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
122,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
123,False,False,1,3,5,"(3, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
124,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
125,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
126,False,False,2,4,4,"(3, 5)","(3, 3)","(4, 2)","(6, 6)",2,0.0
127,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
128,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
129,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
130,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
131,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
132,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
133,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
134,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
135,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
136,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
137,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
138,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
139,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
140,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
141,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
142,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
143,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
144,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
145,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
146,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
147,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
148,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
149,False,False,3,5,3,"(3, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
150,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
151,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
152,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
153,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
154,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
155,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
156,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
157,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
158,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
159,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
160,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
161,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
162,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
163,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
164,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
165,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
166,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
167,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
168,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
169,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
170,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
171,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
172,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
173,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
174,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
175,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
176,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
177,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
178,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
179,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
180,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
181,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
182,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
183,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
184,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
185,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
186,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
187,False,False,4,6,4,"(2, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
188,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
189,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
190,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
191,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
192,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
193,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
194,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
195,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
196,False,False,5,7,5,"(1, 6)","(3, 3)","(4, 2)","(6, 6)",1,0.0
197,False,False,4,6,6,"(1, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
198,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
199,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
200,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
201,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
202,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
203,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
204,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
205,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
206,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
207,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
208,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
209,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
210,False,False,3,5,7,"(1, 4)","(3, 3)","(4, 2)","(6, 6)",1,0.0
211,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
212,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
213,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
214,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
215,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
216,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
217,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
218,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
219,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
220,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
221,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
222,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
223,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
224,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
225,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
226,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
227,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
228,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
229,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
230,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
231,False,False,3,5,5,"(2, 5)","(3, 3)","(4, 2)","(6, 6)",1,0.0
232,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
233,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
234,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
235,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
236,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
237,False,False,2,4,6,"(2, 4)","(3, 3)","(4, 2)","(6, 6)",2,0.0
238,False,False,1,3,7,"(2, 3)","(3, 3)","(4, 2)","(6, 6)",2,0.0
239,False,False,1,3,7,"(2, 3)","(3, 3)","(4, 2)","(6, 6)",2,0.0
240,False,False,1,3,7,"(2, 3)","(3, 3)","(4, 2)","(6, 6)",2,0.0
241,False,False,1,3,7,"(2, 3)","(3, 3)","(4, 2)","(6, 6)",2,0.0
242,False,False,1,3,7,"(2, 3)","(3, 3)","(4, 2)","(6, 6)",2,0.0
243,False,False,1,3,7,"(2, 3)","(3, 3)","(4, 2)","(6, 6)",2,0.0
244,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",2,0.0
245,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",4,0.0
246,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",4,0.0
247,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",4,0.0
248,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",4,0.0
249,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",4,0.0
250,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",4,0.0
251,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",4,0.0
252,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",4,0.0
253,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",4,0.0
254,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",4,0.0
255,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
256,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
257,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
258,False,True,0,3,9,"(1, 2)",,"(4, 2)","(6, 6)",4,0.0
259,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
260,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
261,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
262,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
263,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
264,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
265,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
266,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
267,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
268,False,False,1,4,10,"(1, 1)","(2, 1)","(4, 2)","(6, 6)",2,0.0
269,False,False,1,4,10,"(1, 1)","(2, 1)","(4, 2)","(6, 6)",2,0.0
270,False,False,1,4,10,"(1, 1)","(2, 1)","(4, 2)","(6, 6)",2,0.0
271,False,False,1,4,10,"(1, 1)","(2, 1)","(4, 2)","(6, 6)",2,0.0
272,False,False,1,4,10,"(1, 1)","(2, 1)","(4, 2)","(6, 6)",2,0.0
273,False,False,1,4,10,"(1, 1)","(2, 1)","(4, 2)","(6, 6)",2,0.0
274,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",2,0.0
275,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
276,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
277,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
278,False,True,0,4,10,"(1, 1)",,"(4, 2)","(6, 6)",4,0.0
279,False,True,0,3,9,"(1, 2)",,"(4, 2)","(6, 6)",4,0.0
280,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
281,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
282,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
283,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
284,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
285,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
286,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
287,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
288,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
289,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
290,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
291,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
292,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
293,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
294,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
295,False,True,0,4,8,"(1, 3)",,"(4, 2)","(6, 6)",4,0.0
296,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",4,0.0
297,False,True,0,3,7,"(2, 3)",,"(4, 2)","(6, 6)",4,0.0
298,False,True,0,2,8,"(2, 2)",,"(4, 2)","(6, 6)",4,0.0
299,False,True,0,2,8,"(2, 2)",,"(4, 2)","(6, 6)",4,0.0
