,player_pos,goal_pos,tier,original_reward,dist_to_goal
369,"(1, 1)","(6, 6)",0,0.0,10
370,"(1, 1)","(6, 6)",0,0.0,10
371,"(1, 1)","(6, 6)",0,0.0,10
372,"(1, 1)","(6, 6)",0,0.0,10
373,"(1, 2)","(6, 6)",0,0.0,9
374,"(1, 2)","(6, 6)",0,0.0,9
375,"(1, 2)","(6, 6)",0,0.0,9
376,"(1, 2)","(6, 6)",0,0.0,9
377,"(1, 2)","(6, 6)",0,0.0,9
378,"(1, 2)","(6, 6)",0,0.0,9
379,"(1, 2)","(6, 6)",0,0.0,9
380,"(1, 2)","(6, 6)",0,0.0,9
381,"(1, 2)","(6, 6)",0,0.0,9
382,"(1, 2)","(6, 6)",0,0.0,9
383,"(1, 2)","(6, 6)",0,0.0,9
384,"(1, 2)","(6, 6)",0,0.0,9
385,"(1, 2)","(6, 6)",0,0.0,9
386,"(1, 2)","(6, 6)",0,0.0,9
387,"(1, 2)","(6, 6)",0,0.0,9
388,"(1, 2)","(6, 6)",0,0.0,9
389,"(1, 2)","(6, 6)",0,0.0,9
390,"(1, 2)","(6, 6)",0,0.0,9
391,"(1, 3)","(6, 6)",1,0.0,8
392,"(1, 3)","(6, 6)",1,0.0,8
393,"(1, 3)","(6, 6)",1,0.0,8
394,"(1, 3)","(6, 6)",1,0.0,8
395,"(1, 3)","(6, 6)",1,0.0,8
396,"(1, 3)","(6, 6)",1,0.0,8
397,"(1, 3)","(6, 6)",1,0.0,8
398,"(1, 3)","(6, 6)",1,0.0,8
399,"(1, 3)","(6, 6)",1,0.0,8
400,"(1, 3)","(6, 6)",1,0.0,8
401,"(1, 3)","(6, 6)",1,0.0,8
402,"(1, 3)","(6, 6)",1,0.0,8
403,"(1, 3)","(6, 6)",1,0.0,8
404,"(1, 3)","(6, 6)",1,0.0,8
405,"(1, 3)","(6, 6)",1,0.0,8
406,"(1, 3)","(6, 6)",1,0.0,8
407,"(1, 3)","(6, 6)",1,0.0,8
408,"(1, 3)","(6, 6)",1,0.0,8
409,"(1, 3)","(6, 6)",1,0.0,8
410,"(1, 3)","(6, 6)",1,0.0,8
411,"(1, 3)","(6, 6)",1,0.0,8
412,"(1, 3)","(6, 6)",1,0.0,8
413,"(1, 3)","(6, 6)",1,0.0,8
414,"(1, 3)","(6, 6)",1,0.0,8
415,"(1, 3)","(6, 6)",1,0.0,8
416,"(1, 3)","(6, 6)",1,0.0,8
417,"(1, 3)","(6, 6)",1,0.0,8
418,"(2, 3)","(6, 6)",2,0.0,7
419,"(2, 3)","(6, 6)",2,0.0,7
420,"(2, 3)","(6, 6)",2,0.0,7
421,"(2, 3)","(6, 6)",2,0.0,7
422,"(2, 3)","(6, 6)",2,0.0,7
423,"(2, 3)","(6, 6)",2,0.0,7
424,"(3, 3)","(6, 6)",3,0.0,6
425,"(4, 3)","(6, 6)",4,0.0,5
426,"(4, 3)","(6, 6)",4,0.0,5
427,"(4, 3)","(6, 6)",4,0.0,5
428,"(4, 3)","(6, 6)",4,0.0,5
429,"(4, 3)","(6, 6)",4,0.0,5
430,"(4, 3)","(6, 6)",4,0.0,5
431,"(4, 3)","(6, 6)",4,0.0,5
432,"(4, 3)","(6, 6)",4,0.0,5
433,"(4, 3)","(6, 6)",4,0.0,5
434,"(4, 3)","(6, 6)",4,0.0,5
435,"(4, 3)","(6, 6)",4,0.0,5
436,"(4, 3)","(6, 6)",4,0.0,5
437,"(4, 3)","(6, 6)",4,0.0,5
438,"(4, 4)","(6, 6)",5,0.0,4
439,"(4, 4)","(6, 6)",5,0.0,4
440,"(4, 4)","(6, 6)",5,0.0,4
441,"(4, 4)","(6, 6)",5,0.0,4
442,"(4, 4)","(6, 6)",5,0.0,4
443,"(4, 4)","(6, 6)",5,0.0,4
444,"(4, 4)","(6, 6)",5,0.0,4
445,"(4, 4)","(6, 6)",5,0.0,4
446,"(4, 4)","(6, 6)",5,0.0,4
447,"(4, 5)","(6, 6)",6,0.0,3
448,"(4, 5)","(6, 6)",6,0.0,3
449,"(4, 5)","(6, 6)",6,0.0,3
450,"(4, 5)","(6, 6)",6,0.0,3
451,"(4, 5)","(6, 6)",6,0.0,3
452,"(4, 5)","(6, 6)",6,0.0,3
453,"(4, 5)","(6, 6)",6,0.0,3
454,"(4, 5)","(6, 6)",6,0.0,3
455,"(4, 5)","(6, 6)",6,0.0,3
456,"(4, 4)","(6, 6)",5,0.0,4
457,"(4, 4)","(6, 6)",5,0.0,4
458,"(4, 4)","(6, 6)",5,0.0,4
459,"(4, 4)","(6, 6)",5,0.0,4
460,"(4, 4)","(6, 6)",5,0.0,4
461,"(4, 4)","(6, 6)",5,0.0,4
462,"(4, 3)","(6, 6)",4,0.0,5
463,"(4, 3)","(6, 6)",4,0.0,5
464,"(4, 3)","(6, 6)",4,0.0,5
465,"(4, 3)","(6, 6)",4,0.0,5
466,"(3, 3)","(6, 6)",3,0.0,6
467,"(3, 3)","(6, 6)",3,0.0,6
468,"(3, 3)","(6, 6)",3,0.0,6
469,"(3, 3)","(6, 6)",3,0.0,6
470,"(3, 3)","(6, 6)",3,0.0,6
471,"(3, 3)","(6, 6)",3,0.0,6
472,"(3, 3)","(6, 6)",3,0.0,6
473,"(3, 3)","(6, 6)",3,0.0,6
474,"(3, 3)","(6, 6)",3,0.0,6
475,"(3, 3)","(6, 6)",3,0.0,6
476,"(3, 3)","(6, 6)",3,0.0,6
477,"(3, 3)","(6, 6)",3,0.0,6
478,"(3, 3)","(6, 6)",3,0.0,6
479,"(3, 3)","(6, 6)",3,0.0,6
480,"(3, 3)","(6, 6)",3,0.0,6
481,"(3, 3)","(6, 6)",3,0.0,6
482,"(3, 3)","(6, 6)",3,0.0,6
483,"(3, 3)","(6, 6)",3,0.0,6
484,"(3, 3)","(6, 6)",3,0.0,6
485,"(3, 3)","(6, 6)",3,0.0,6
486,"(3, 3)","(6, 6)",3,0.0,6
487,"(3, 3)","(6, 6)",3,0.0,6
488,"(3, 2)","(6, 6)",2,0.0,7
489,"(3, 2)","(6, 6)",2,0.0,7
490,"(3, 2)","(6, 6)",2,0.0,7
491,"(3, 2)","(6, 6)",2,0.0,7
492,"(3, 2)","(6, 6)",2,0.0,7
493,"(3, 1)","(6, 6)",1,0.0,8
494,"(3, 1)","(6, 6)",1,0.0,8
495,"(3, 1)","(6, 6)",1,0.0,8
496,"(3, 1)","(6, 6)",1,0.0,8
497,"(3, 1)","(6, 6)",1,0.0,8
498,"(3, 1)","(6, 6)",1,0.0,8
499,"(2, 1)","(6, 6)",0,0.0,9
500,"(2, 1)","(6, 6)",0,0.0,9
501,"(2, 1)","(6, 6)",0,0.0,9
502,"(2, 1)","(6, 6)",0,0.0,9
503,"(2, 1)","(6, 6)",0,0.0,9
504,"(2, 2)","(6, 6)",1,0.0,8
505,"(2, 2)","(6, 6)",1,0.0,8
506,"(2, 2)","(6, 6)",1,0.0,8
507,"(2, 2)","(6, 6)",1,0.0,8
508,"(2, 2)","(6, 6)",1,0.0,8
509,"(2, 2)","(6, 6)",1,0.0,8
510,"(2, 2)","(6, 6)",1,0.0,8
511,"(2, 2)","(6, 6)",1,0.0,8
512,"(1, 1)","(6, 6)",0,0.0,10
513,"(1, 1)","(6, 6)",0,0.0,10
514,"(1, 1)","(6, 6)",0,0.0,10
515,"(1, 1)","(6, 6)",0,0.0,10
516,"(1, 1)","(6, 6)",0,0.0,10
517,"(1, 1)","(6, 6)",0,0.0,10
518,"(1, 1)","(6, 6)",0,0.0,10
519,"(1, 1)","(6, 6)",0,0.0,10
520,"(1, 2)","(6, 6)",0,0.0,9
521,"(1, 2)","(6, 6)",0,0.0,9
522,"(1, 2)","(6, 6)",0,0.0,9
523,"(1, 2)","(6, 6)",0,0.0,9
524,"(1, 2)","(6, 6)",0,0.0,9
525,"(1, 2)","(6, 6)",0,0.0,9
526,"(1, 3)","(6, 6)",1,0.0,8
527,"(1, 3)","(6, 6)",1,0.0,8
528,"(1, 3)","(6, 6)",1,0.0,8
529,"(1, 3)","(6, 6)",1,0.0,8
530,"(1, 3)","(6, 6)",1,0.0,8
531,"(1, 4)","(6, 6)",2,0.0,7
532,"(1, 4)","(6, 6)",2,0.0,7
533,"(1, 4)","(6, 6)",2,0.0,7
534,"(1, 5)","(6, 6)",3,0.0,6
535,"(1, 5)","(6, 6)",3,0.0,6
536,"(1, 5)","(6, 6)",3,0.0,6
537,"(1, 5)","(6, 6)",3,0.0,6
538,"(1, 5)","(6, 6)",3,0.0,6
539,"(1, 5)","(6, 6)",3,0.0,6
540,"(1, 5)","(6, 6)",3,0.0,6
541,"(1, 5)","(6, 6)",3,0.0,6
542,"(1, 5)","(6, 6)",3,0.0,6
543,"(1, 5)","(6, 6)",3,0.0,6
544,"(1, 5)","(6, 6)",3,0.0,6
545,"(1, 5)","(6, 6)",3,0.0,6
546,"(1, 6)","(6, 6)",4,0.0,5
547,"(1, 6)","(6, 6)",4,0.0,5
548,"(1, 6)","(6, 6)",4,0.0,5
549,"(1, 6)","(6, 6)",4,0.0,5
550,"(1, 6)","(6, 6)",4,0.0,5
551,"(1, 6)","(6, 6)",4,0.0,5
552,"(1, 6)","(6, 6)",4,0.0,5
553,"(1, 6)","(6, 6)",4,0.0,5
554,"(1, 6)","(6, 6)",4,0.0,5
555,"(1, 6)","(6, 6)",4,0.0,5
556,"(1, 6)","(6, 6)",4,0.0,5
